MET_CHEM_NO	p_cat_dir|base|sebum	p_cat_dir|base|skicon	p_cat_dir|groups|oily-norm	p_cat_dir|groups|skicon	p_cat_dir|oily|exfol	p_cat_dir|oily|F-B	p_cat_dir|oily|F-B|A	p_cat_dir|oily|F-B|B	p_cat_dir|oily|F-B|B-A	p_cat_dir|oily|F-B|C	p_cat_dir|oily|F-B|C-A	p_cat_dir|oily|F-B|C-B	p_cat_dir|oily|sebum	p_cat_dir|oily|skicon
X9613711		Dn, < 0.1	Up, < 0.1	Dn, < 0.1										Dn, < 0.1
X9613712							Up, < 0.1		Dn, < 0.1		Dn, < 0.1			
X9613713		Dn, < 0.1		Dn, < 0.1				Dn, < 0.1				Up, < 0.1		
X9613714					Up, < 0.1									
X9613715			Up, < 0.1	Dn, < 0.1										
X9613720		Dn, < 0.1		Dn, < 0.1										
X9613721	Up, < 0.1		Up, < 0.1				Up, < 0.1		Dn, < 0.1		Dn, < 0.1			
X9613722	Up, < 0.01		Up, < 0.1											
X9613725								Dn, < 0.1	Dn, < 0.1				Up, < 0.1	
X9613727		Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9613728													Up, < 0.1	
X9613731		Dn, < 0.1												
X9613732		Dn, < 0.1		Dn, < 0.1										
X9613733	Up, < 0.1	Dn, < 0.1	Up, < 0.1	Dn, < 0.1	Up, < 0.1							Up, < 0.1		
X9613738												Up, < 0.1		
X9613740		Dn, < 0.1		Dn, < 0.1										
X9613742							Up, < 0.1		Dn, < 0.1					
X9613743						Up, < 0.1	Up, < 0.1		Dn, < 0.1		Dn, < 0.1		Up, < 0.1	Dn, < 0.1
X9613745		Dn, < 0.1		Dn, < 0.1						Dn, < 0.1				
X9613747											Dn, < 0.1			
X9613752		Dn, < 0.1		Dn, < 0.1										
X9613756		Dn, < 0.1		Dn, < 0.1				Dn, < 0.1						
X9613757											Dn, < 0.1	Dn, < 0.1		
X9613761	Up, < 0.1	Dn, < 0.1		Dn, < 0.1										
X9613762		Dn, < 0.1		Dn, < 0.1										
X9613764		Dn, < 0.1		Dn, < 0.1										
X9613765					Up, < 0.1								Up, < 0.01	Dn, < 0.1
X9613766		Dn, < 0.1		Dn, < 0.1										
X9613767		Dn, < 0.01		Dn, < 0.01	Up, < 0.1		Up, < 0.1							Dn, < 0.1
X9613768	Up, < 0.1		Up, < 0.1				Up, < 0.1				Dn, < 0.1			
X9613769					Up, < 0.1									
X9613771								Dn, < 0.1	Dn, < 0.1			Up, < 0.1	Up, < 0.01	
X9613774									Dn, < 0.1					
X9613776	Up, < 0.1	Dn, < 0.1			Up, < 0.1	Dn, < 0.1		Dn, < 0.1						
X9613777		Dn, < 0.1												
X9613778		Dn, < 0.1		Dn, < 0.1				Dn, < 0.1						
X9613780	Dn, < 0.1													
X9613781		Dn, < 0.1		Dn, < 0.1							Dn, < 0.1	Dn, < 0.1	Up, < 0.1	Dn, < 0.001
X9613782		Dn, < 0.1		Dn, < 0.1	Up, < 0.1					Up, < 0.1				Dn, < 0.1
X9613784						Up, < 0.1	Up, < 0.1		Dn, < 0.1		Dn, < 0.1		Up, < 0.1	
X9613787					Up, < 0.1									
X9613788					Dn, < 0.1									
X9613789	Up, < 0.1							Dn, < 0.01	Dn, < 0.1				Up, < 0.1	
X9613792								Dn, < 0.1						
X9613794		Dn, < 0.1		Dn, < 0.1									Up, < 0.1	
X9613795														Dn, < 0.1
X9613796	Up, < 0.1		Up, < 0.1								Dn, < 0.1			
X9613797		Dn, < 0.1		Dn, < 0.1										
X9613798	Up, < 0.1	Dn, < 0.1												
X9613799		Dn, < 0.1		Dn, < 0.1										
X9613800		Dn, < 0.1	Up, < 0.1	Dn, < 0.1										
X9613802								Up, < 0.1				Dn, < 0.1		
X9613804						Up, < 0.1				Up, < 0.01	Up, < 0.1	Up, < 0.1		
X9613805							Up, < 0.01		Dn, < 0.1		Dn, < 0.1			
X9613806		Dn, < 0.1		Dn, < 0.1			Up, < 0.1							
X9613809	Up, < 0.1	Dn, < 0.1	Up, < 0.1	Dn, < 0.1	Dn, < 0.1									
X9613810										Dn, < 0.1				
X9613811		Dn, < 0.1		Dn, < 0.1			Up, < 0.1				Dn, < 0.1			
X9613812										Dn, < 0.1		Dn, < 0.1		
X9613813						Up, < 0.1	Up, < 0.1				Dn, < 0.1			
X9613815	Up, < 0.1								Dn, < 0.1					
X9613817		Dn, < 0.01		Dn, < 0.01										
X9613819							Up, < 0.1				Dn, < 0.1			
X9613820	Up, < 0.1	Dn, < 0.1	Up, < 0.1	Dn, < 0.1				Dn, < 0.01			Up, < 0.1	Up, < 0.01		
X9613823					Up, < 0.1									
X9613824							Up, < 0.1		Dn, < 0.1					
X9613825			Dn, < 0.1											
X9613827								Up, < 0.1						
X9613828														Dn, < 0.1
X9613829		Dn, < 0.1					Up, < 0.1				Dn, < 0.1			
X9613832							Up, < 0.1							
X9613833		Dn, < 0.1		Dn, < 0.1		Up, < 0.1				Up, < 0.1		Up, < 0.1	Up, < 0.1	
X9613835							Up, < 0.1		Dn, < 0.1					
X9613837														Dn, < 0.1
X9613839								Dn, < 0.1	Dn, < 0.1				Up, < 0.1	
X9613843											Dn, < 0.1			Dn, < 0.1
X9613844					Up, < 0.1									
X9613845		Dn, < 0.1		Dn, < 0.1										
X9613846					Up, < 0.1									
X9613848			Dn, < 0.1			Up, < 0.1	Up, < 0.1							
X9613849		Dn, < 0.1		Dn, < 0.1				Dn, < 0.1	Dn, < 0.1					
X9613850							Up, < 0.1		Dn, < 0.1					
X9613853	Up, < 0.1		Up, < 0.1		Up, < 0.01									Dn, < 0.1
X9613854		Dn, < 0.1		Dn, < 0.1	Up, < 0.01									
X9613855		Dn, < 0.1		Dn, < 0.1			Up, < 0.1				Dn, < 0.1			
X9613856										Up, < 0.1		Up, < 0.1		
X9613858						Up, < 0.1	Up, < 0.1	Up, < 0.1						
X9613859							Up, < 0.1				Dn, < 0.1			
X9613860														Dn, < 0.1
X9613861														Dn, < 0.1
X9613862							Up, < 0.1				Dn, < 0.1			
X9613863		Dn, < 0.1		Dn, < 0.1	Up, < 0.1					Up, < 0.1			Up, < 0.1	Dn, < 0.1
X9613866	Dn, < 0.1												Up, < 0.1	
X9613867														Dn, < 0.1
X9613869													Up, < 0.1	
X9613870														Dn, < 0.1
X9613872		Dn, < 0.1		Dn, < 0.1										
X9613873								Dn, < 0.1						
X9613874		Dn, < 0.01		Dn, < 0.01									Up, < 0.01	
X9613877		Dn, < 0.1		Dn, < 0.1										
X9613879						Up, < 0.1							Up, < 0.1	
X9613880									Dn, < 0.1					
X9613881		Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9613885		Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9613886													Up, < 0.1	
X9613889						Up, < 0.1	Up, < 0.1							
X9613891													Up, < 0.1	Dn, < 0.1
X9613893	Up, < 0.1		Up, < 0.1						Dn, < 0.1					
X9613894		Dn, < 0.1		Dn, < 0.1									Up, < 0.1	Dn, < 0.01
X9613895							Up, < 0.1		Dn, < 0.1					
X9613896		Dn, < 0.1		Dn, < 0.1							Up, < 0.1			Dn, < 0.1
X9613897													Up, < 0.01	Up, < 0.1
X9613898												Up, < 0.1		
X9613899									Dn, < 0.1					
X9613901		Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9613903								Dn, < 0.1	Dn, < 0.1					
X9613904					Up, < 0.1								Up, < 0.1	
X9613905		Dn, < 0.1		Dn, < 0.1		Dn, < 0.1		Dn, < 0.1						Dn, < 0.1
X9613909							Up, < 0.1		Dn, < 0.1		Dn, < 0.1			
X9613911	Dn, < 0.1		Dn, < 0.1											
X9613912			Up, < 0.1					Dn, < 0.1	Dn, < 0.1					
X9613916			Dn, < 0.1			Up, < 0.01	Up, < 0.1							
X9613917													Up, < 0.1	
X9613918					Up, < 0.1									
X9613919		Dn, < 0.1		Dn, < 0.1										
X9613921	Up, < 0.1	Dn, < 0.1		Dn, < 0.1										
X9613923			Dn, < 0.1			Up, < 0.1							Up, < 0.1	
X9613925														Dn, < 0.01
X9613926		Dn, < 0.01		Dn, < 0.01										
X9613928		Dn, < 0.1		Dn, < 0.1			Up, < 0.1				Dn, < 0.1			Dn, < 0.1
X9613930							Up, < 0.1							
X9613933						Up, < 0.1	Up, < 0.01		Dn, < 0.01		Dn, < 0.1			
X9613934		Dn, < 0.1		Dn, < 0.1										
X9613935							Up, < 0.1		Dn, < 0.1		Dn, < 0.1			
X9613936						Up, < 0.1	Up, < 0.1		Dn, < 0.1					
X9613939													Up, < 0.1	
X9613941		Dn, < 0.1		Dn, < 0.1				Dn, < 0.1						
X9613942		Dn, < 0.1		Dn, < 0.1										
X9613943						Up, < 0.01							Up, < 0.1	
X9613946		Dn, < 0.1		Dn, < 0.1			Dn, < 0.1							
X9613947		Dn, < 0.1		Dn, < 0.1										
X9613948						Up, < 0.1							Up, < 0.1	
X9613949														Dn, < 0.1
X9613950								Dn, < 0.1						
X9613951		Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9613952	Up, < 0.1	Dn, < 0.1												
X9613954		Dn, < 0.1		Dn, < 0.1										
X9613956					Up, < 0.1									
X9613960									Dn, < 0.1			Up, < 0.1	Up, < 0.1	
X9613961	Up, < 0.1	Dn, < 0.1		Dn, < 0.1		Dn, < 0.1	Dn, < 0.1				Up, < 0.1			
X9613963		Dn, < 0.1		Dn, < 0.1										
X9613967				Up, < 0.1				Dn, < 0.1	Dn, < 0.1			Up, < 0.1	Up, < 0.1	Up, < 0.1
X9613968	Up, < 0.1	Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9613969							Up, < 0.1				Dn, < 0.1			
X9613970	Up, < 0.1						Up, < 0.01		Dn, < 0.01		Dn, < 0.1			
X9613972								Dn, < 0.1	Dn, < 0.1			Up, < 0.1		
X9613974		Dn, < 0.1		Dn, < 0.1										
X9613976											Dn, < 0.1			
X9613979					Dn, < 0.1									
X9613980			Dn, < 0.1				Up, < 0.1		Dn, < 0.1					
X9613982		Dn, < 0.1		Dn, < 0.1										
X9613985	Up, < 0.1	Dn, < 0.1	Up, < 0.1	Dn, < 0.1				Dn, < 0.01						
X9613986		Dn, < 0.1		Dn, < 0.1	Dn, < 0.1									Dn, < 0.1
X9613987														Dn, < 0.1
X9613989		Dn, < 0.1		Dn, < 0.1										
X9613992		Dn, < 0.1		Dn, < 0.1	Up, < 0.1								Up, < 0.1	
X9613993									Dn, < 0.1					
X9613994											Dn, < 0.1			
X9613997		Dn, < 0.1		Dn, < 0.1							Dn, < 0.1			
X9614001						Up, < 0.1							Up, < 0.1	
X9614005		Dn, < 0.1	Up, < 0.1	Dn, < 0.1				Dn, < 0.1				Up, < 0.1		
X9614006		Dn, < 0.01		Dn, < 0.01		Dn, < 0.1		Dn, < 0.1		Dn, < 0.01	Dn, < 0.1			
X9614007		Dn, < 0.1		Dn, < 0.1	Up, < 0.1		Dn, < 0.1				Up, < 0.1			
X9614009		Dn, < 0.1		Dn, < 0.1										
X9614010								Dn, < 0.1						
X9614012													Up, < 0.1	
X9614013													Up, < 0.1	
X9614014						Dn, < 0.1							Dn, < 0.01	
X9614015		Dn, < 0.001		Dn, < 0.001						Up, < 0.1		Up, < 0.1		Dn, < 0.1
X9614016		Dn, < 0.1		Dn, < 0.1										
X9614017		Dn, < 0.1		Dn, < 0.1										
X9614019		Dn, < 0.1		Dn, < 0.1			Dn, < 0.1	Dn, < 0.1					Up, < 0.01	
X9614020							Up, < 0.1							
X9614021		Dn, < 0.1		Dn, < 0.1			Up, < 0.1		Dn, < 0.1					Dn, < 0.1
X9614022		Dn, < 0.1		Dn, < 0.1										
X9614023	Up, < 0.1	Dn, < 0.01	Up, < 0.1	Dn, < 0.01		Dn, < 0.1		Dn, < 0.1		Dn, < 0.1				Dn, < 0.1
X9614027		Dn, < 0.1		Dn, < 0.1										
X9614028		Dn, < 0.1	Dn, < 0.1	Dn, < 0.1				Up, < 0.1		Up, < 0.1				
X9614029		Dn, < 0.1		Dn, < 0.1									Up, < 0.1	
X9614030		Dn, < 0.1		Dn, < 0.1		Up, < 0.1							Up, < 0.1	
X9614031							Up, < 0.1							
X9614032							Up, < 0.1		Dn, < 0.1					
X9614033		Dn, < 0.1		Dn, < 0.1										
X9614035													Up, < 0.1	
X9614036														Up, < 0.1
X9614037		Dn, < 0.1		Dn, < 0.1			Up, < 0.1		Dn, < 0.1					
X9614038		Dn, < 0.1		Dn, < 0.1										
X9614039					Up, < 0.1		Up, < 0.1		Dn, < 0.1					
X9614041													Up, < 0.1	Dn, < 0.1
X9614042								Dn, < 0.1	Dn, < 0.1					
X9614043			Up, < 0.1											
X9614044													Up, < 0.1	
X9614045							Up, < 0.1		Dn, < 0.1					
X9614046							Up, < 0.1		Dn, < 0.1		Dn, < 0.1			Dn, < 0.1
X9614047							Up, < 0.1		Dn, < 0.1		Dn, < 0.1		Up, < 0.1	
X9614048					Up, < 0.1									Dn, < 0.1
X9614049							Up, < 0.1		Dn, < 0.1					
X9614050											Dn, < 0.1			
X9614052									Up, < 0.1					
X9614053	Up, < 0.1	Dn, < 0.1				Dn, < 0.1		Dn, < 0.01						
X9614054							Up, < 0.1	Dn, < 0.1	Dn, < 0.01					
X9614055		Dn, < 0.1		Dn, < 0.1										
X9614057														Dn, < 0.1
X9614058					Up, < 0.1								Up, < 0.1	
X9614059	Up, < 0.1		Up, < 0.1				Up, < 0.1		Dn, < 0.1		Dn, < 0.1			
X9614060	Up, < 0.1	Dn, < 0.1	Up, < 0.1	Dn, < 0.1	Up, < 0.1					Up, < 0.1	Up, < 0.1	Up, < 0.1		
X9614061							Up, < 0.1		Dn, < 0.1					
X9614062		Dn, < 0.1		Dn, < 0.1										
X9614063							Up, < 0.1				Dn, < 0.1			
X9614064					Up, < 0.1					Up, < 0.1				
X9614068							Up, < 0.1		Dn, < 0.1		Dn, < 0.1			
X9614070		Dn, < 0.1		Dn, < 0.1									Up, < 0.1	
X9614072													Up, < 0.1	
X9614073							Up, < 0.1		Dn, < 0.1		Dn, < 0.1			
X9614075		Dn, < 0.1		Dn, < 0.1	Up, < 0.1									
X9614078						Dn, < 0.1		Dn, < 0.01						
X9614081					Up, < 0.1									
X9614084		Dn, < 0.01		Dn, < 0.01		Up, < 0.1				Up, < 0.1				
X9614085		Dn, < 0.1		Dn, < 0.1	Up, < 0.1									
X9614086		Dn, < 0.1				Up, < 0.1				Up, < 0.1	Up, < 0.1		Up, < 0.01	
X9614087	Up, < 0.01	Dn, < 0.1	Up, < 0.01	Dn, < 0.1										
X9614089										Dn, < 0.1		Dn, < 0.1		
X9614090										Dn, < 0.1	Dn, < 0.1			
X9614092									Dn, < 0.1					
X9614093								Dn, < 0.1						
X9614094					Up, < 0.1			Dn, < 0.1	Dn, < 0.1					
X9614095								Up, < 0.1						Dn, < 0.01
X9614096							Up, < 0.1		Dn, < 0.1				Up, < 0.1	
X9614098		Dn, < 0.1						Dn, < 0.01	Dn, < 0.1			Up, < 0.1		
X9614099		Dn, < 0.1		Dn, < 0.1										
X9614100														Dn, < 0.1
X9614102			Dn, < 0.1				Up, < 0.1		Dn, < 0.1		Dn, < 0.1			
X9614103	Up, < 0.1	Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9614104							Up, < 0.1							
X9614105	Up, < 0.1						Up, < 0.1		Dn, < 0.1					
X9614107					Dn, < 0.1							Dn, < 0.1	Dn, < 0.1	
X9614108		Dn, < 0.1		Dn, < 0.1										
X9614109									Dn, < 0.1				Up, < 0.1	
X9614110	Up, < 0.1								Dn, < 0.1	Dn, < 0.1	Dn, < 0.1			
X9614113		Dn, < 0.1		Dn, < 0.1				Dn, < 0.1	Dn, < 0.1					
X9614115		Dn, < 0.1		Dn, < 0.1		Dn, < 0.01	Dn, < 0.1	Dn, < 0.01		Dn, < 0.01				
X9614116	Up, < 0.1		Up, < 0.1		Up, < 0.1									
X9614117					Up, < 0.1									
X9614119						Dn, < 0.1				Dn, < 0.001	Dn, < 0.1	Dn, < 0.1		
X9614122		Dn, < 0.1		Dn, < 0.1			Up, < 0.1		Dn, < 0.1			Up, < 0.1		
X9614124					Dn, < 0.1									
X9614125							Up, < 0.1		Dn, < 0.1					
X9614126												Dn, < 0.1		
X9614130		Dn, < 0.1		Dn, < 0.1				Up, < 0.1						Dn, < 0.1
X9614131					Dn, < 0.01	Up, < 0.1	Up, < 0.1							
X9614132					Up, < 0.1									
X9614133							Up, < 0.1	Dn, < 0.1	Dn, < 0.1					
X9614134								Dn, < 0.1						
X9614135						Up, < 0.1							Up, < 0.1	
X9614138												Up, < 0.1		
X9614140	Up, < 0.1	Dn, < 0.1		Dn, < 0.1			Dn, < 0.01		Up, < 0.1		Up, < 0.1			
X9614141						Up, < 0.1							Up, < 0.1	
X9614144								Dn, < 0.1						
X9614146							Up, < 0.1		Dn, < 0.1		Dn, < 0.1			
X9614147							Up, < 0.1	Dn, < 0.1	Dn, < 0.1					
X9614154														Up, < 0.1
X9614156					Up, < 0.1									
X9614158													Dn, < 0.1	
X9614159					Up, < 0.1									
X9614160						Dn, < 0.01								Dn, < 0.1
X9614162							Up, < 0.1				Dn, < 0.1	Dn, < 0.1		
X9614163							Up, < 0.1		Dn, < 0.1		Dn, < 0.1			
X9614166	Up, < 0.1		Up, < 0.1										Dn, < 0.1	
X9614167												Dn, < 0.1		
X9614169											Dn, < 0.1			
X9614170													Up, < 0.01	
X9614171								Dn, < 0.1					Up, < 0.1	
X9614172			Up, < 0.1		Up, < 0.01									
X9614174					Dn, < 0.1					Dn, < 0.1				
X9614177		Dn, < 0.01	Dn, < 0.1	Dn, < 0.01										Dn, < 0.1
X9614178	Dn, < 0.1													
X9614179							Up, < 0.1		Dn, < 0.1					
X9614181								Dn, < 0.1						
X9614183									Dn, < 0.1					
X9614188	Up, < 0.01		Up, < 0.1										Up, < 0.1	
X9614189					Up, < 0.1						Up, < 0.1			
X9614191													Up, < 0.1	
X9614192	Up, < 0.1												Up, < 0.1	
X9614193												Up, < 0.1	Up, < 0.1	
X9614197					Up, < 0.1									
X9614199			Up, < 0.1											
X9614200					Up, < 0.1									
X9614201													Up, < 0.1	
X9614205								Dn, < 0.1	Dn, < 0.1					Dn, < 0.1
X9614206								Dn, < 0.1	Dn, < 0.1					
X9614212						Dn, < 0.1								
X9614215					Up, < 0.1									
X9614216		Dn, < 0.1		Dn, < 0.1		Dn, < 0.001	Dn, < 0.01	Dn, < 0.1		Dn, < 0.1				
X9614218		Dn, < 0.1		Dn, < 0.1										Dn, < 0.01
X9614220		Dn, < 0.1		Dn, < 0.1										
X9614222					Dn, < 0.1				Dn, < 0.1					
X9614223		Dn, < 0.1		Dn, < 0.1			Up, < 0.1			Dn, < 0.1	Dn, < 0.1			
X9614224	Up, < 0.1													
X9614225		Dn, < 0.1		Dn, < 0.1										
X9614228		Dn, < 0.01		Dn, < 0.1		Dn, < 0.1		Dn, < 0.1						
X9614229							Up, < 0.1	Dn, < 0.1	Dn, < 0.01					
X9614230									Dn, < 0.1					
X9614233								Up, < 0.1	Up, < 0.1					
X9614236									Up, < 0.1					
X9614237		Dn, < 0.1	Up, < 0.1	Dn, < 0.1		Dn, < 0.1	Dn, < 0.1							
X9614238		Dn, < 0.1		Dn, < 0.1					Dn, < 0.1				Up, < 0.01	Dn, < 0.1
X9614240							Up, < 0.1				Dn, < 0.1			
X9614241			Up, < 0.1											
X9614243	Up, < 0.1												Up, < 0.1	
X9614244	Up, < 0.1		Up, < 0.01											
X9614246		Dn, < 0.1		Dn, < 0.1										
X9614248			Up, < 0.1											
X9614249		Dn, < 0.1		Dn, < 0.1	Up, < 0.1	Dn, < 0.1	Dn, < 0.1	Dn, < 0.01			Up, < 0.1	Up, < 0.01		
X9614253							Up, < 0.1			Dn, < 0.1	Dn, < 0.1			
X9614255		Dn, < 0.1		Dn, < 0.1			Up, < 0.01		Dn, < 0.01		Dn, < 0.1			
X9614256	Up, < 0.01	Dn, < 0.1	Up, < 0.001	Dn, < 0.1										
X9614259														Dn, < 0.1
X9614260		Dn, < 0.1		Dn, < 0.1										
X9614261					Up, < 0.1									
X9614262	Up, < 0.1	Dn, < 0.01		Dn, < 0.1				Dn, < 0.1						
X9614263													Up, < 0.1	
X9614264							Up, < 0.1		Dn, < 0.1		Dn, < 0.1			
X9614265			Dn, < 0.1		Dn, < 0.01	Up, < 0.1		Up, < 0.1						Dn, < 0.1
X9614266						Up, < 0.1								
X9614267							Up, < 0.1		Dn, < 0.1	Dn, < 0.1	Dn, < 0.01			
X9614268		Dn, < 0.1		Dn, < 0.1										
X9614270	Up, < 0.1	Dn, < 0.1		Dn, < 0.1										
X9614273		Dn, < 0.1	Up, < 0.1	Dn, < 0.1						Up, < 0.1				
X9614276						Up, < 0.1	Up, < 0.1						Up, < 0.1	Dn, < 0.1
X9614277								Up, < 0.1				Dn, < 0.1		
X9614281						Up, < 0.1								
X9614283	Up, < 0.1	Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9614284													Up, < 0.01	
X9614285													Up, < 0.1	
X9614287		Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9614288		Dn, < 0.1		Dn, < 0.1										
X9614293								Dn, < 0.1	Dn, < 0.1			Up, < 0.1	Up, < 0.1	
X9614294			Up, < 0.1							Dn, < 0.01	Dn, < 0.1	Dn, < 0.1		
X9614296					Up, < 0.1									
X9614297	Up, < 0.1											Up, < 0.1		
X9614304		Dn, < 0.1		Dn, < 0.1										
X9614305													Up, < 0.1	
X9614307								Up, < 0.01				Dn, < 0.01		
X9614308		Dn, < 0.1		Dn, < 0.1										
X9614309	Up, < 0.1		Up, < 0.1											
X9614310							Up, < 0.1		Dn, < 0.1					
X9614311					Up, < 0.1								Up, < 0.1	
X9614313								Dn, < 0.1	Dn, < 0.1			Up, < 0.1	Up, < 0.1	
X9614314									Dn, < 0.1					
X9614315		Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9614316		Dn, < 0.1		Dn, < 0.1										Dn, < 0.1
X9614317														Dn, < 0.1
X9614318	Up, < 0.1	Dn, < 0.01		Dn, < 0.1										
X9614319						Dn, < 0.1				Dn, < 0.1		Dn, < 0.1		
X9614320					Up, < 0.1									
X9614322		Dn, < 0.1		Dn, < 0.1										
X9614325	Dn, < 0.1		Dn, < 0.1			Up, < 0.1	Up, < 0.1			Up, < 0.1				
X9614326					Up, < 0.1									
X9614327														Dn, < 0.1
X9614329	Up, < 0.1													
X9614331		Dn, < 0.1		Dn, < 0.1										
X9614332											Dn, < 0.1			
X9614333	Up, < 0.1		Up, < 0.1					Dn, < 0.1				Up, < 0.1		
X9614334	Up, < 0.1		Up, < 0.1											
X9614335		Dn, < 0.1		Dn, < 0.1			Up, < 0.1		Dn, < 0.1					
X9614337	Up, < 0.1	Dn, < 0.1												
X9614339		Dn, < 0.1		Dn, < 0.1	Up, < 0.1									
X9614342							Up, < 0.1				Dn, < 0.1			
X9614343		Dn, < 0.1		Dn, < 0.1	Up, < 0.001							Dn, < 0.1		Dn, < 0.1
X9614346	Up, < 0.1													
X9614347										Up, < 0.1		Up, < 0.1		
X9614351							Up, < 0.1		Dn, < 0.1					Dn, < 0.1
X9614353		Dn, < 0.01		Dn, < 0.01										
X9614355								Dn, < 0.1	Dn, < 0.1			Up, < 0.1		
X9614357	Up, < 0.1	Dn, < 0.1	Up, < 0.1	Dn, < 0.1				Dn, < 0.1		Up, < 0.1		Up, < 0.01		
X9614358		Dn, < 0.1		Dn, < 0.1										
X9614360	Up, < 0.1		Up, < 0.1											
X9614361		Dn, < 0.1		Dn, < 0.1									Up, < 0.01	
X9614363	Dn, < 0.1													
X9614364								Dn, < 0.1						
X9614367	Up, < 0.01		Up, < 0.1				Up, < 0.1		Dn, < 0.1		Dn, < 0.1			
X9614368		Dn, < 0.01		Dn, < 0.01									Up, < 0.1	
X9614369			Up, < 0.1											
X9614371						Up, < 0.1								
X9614372					Up, < 0.1			Up, < 0.1						
X9614374	Up, < 0.1				Up, < 0.1				Dn, < 0.1					
X9614375													Up, < 0.1	
X9614378								Dn, < 0.1	Dn, < 0.1					
X9614379		Dn, < 0.01		Dn, < 0.01										Dn, < 0.01
X9614382					Up, < 0.1		Up, < 0.1				Dn, < 0.1			Dn, < 0.1
X9614384								Dn, < 0.1				Up, < 0.1		
X9614386												Up, < 0.1		
X9614387		Dn, < 0.1		Dn, < 0.1										
X9614389		Dn, < 0.1		Dn, < 0.1	Dn, < 0.1	Dn, < 0.01	Dn, < 0.1							
X9614395		Dn, < 0.1											Up, < 0.1	
X9614396							Up, < 0.1		Dn, < 0.1					
X9614398	Up, < 0.1		Up, < 0.1									Up, < 0.1		
X9614399													Up, < 0.1	
X9614400		Dn, < 0.1												
X9614401	Up, < 0.1	Dn, < 0.1		Dn, < 0.1										
X9614404									Dn, < 0.1					
X9614407					Up, < 0.1									
X9614412		Dn, < 0.01		Dn, < 0.1				Dn, < 0.1					Up, < 0.1	Dn, < 0.01
X9614414													Up, < 0.1	
X9614415							Up, < 0.1		Dn, < 0.1			Up, < 0.1		
X9614416								Up, < 0.01				Dn, < 0.1		
X9614417	Up, < 0.1													
X9614418		Dn, < 0.1		Dn, < 0.1	Up, < 0.1									
X9614421								Dn, < 0.1	Dn, < 0.1		Dn, < 0.1			Dn, < 0.1
X9614422	Up, < 0.1	Dn, < 0.1		Dn, < 0.1			Up, < 0.1		Dn, < 0.1		Dn, < 0.1		Up, < 0.01	
X9614423	Up, < 0.1		Up, < 0.1						Dn, < 0.1					
X9614424													Up, < 0.1	
X9614426					Up, < 0.1					Up, < 0.1				
X9614427										Up, < 0.1	Up, < 0.1		Dn, < 0.1	
X9614428							Up, < 0.01		Dn, < 0.1		Dn, < 0.01			
X9614429	Up, < 0.1	Dn, < 0.1		Dn, < 0.1										
X9614431		Dn, < 0.1		Dn, < 0.1		Dn, < 0.1	Dn, < 0.1	Dn, < 0.1						
X9614432							Up, < 0.01	Dn, < 0.1	Dn, < 0.01		Dn, < 0.1			
X9614435		Dn, < 0.1		Dn, < 0.1				Dn, < 0.1						
X9614438													Up, < 0.1	
X9614439		Dn, < 0.1		Dn, < 0.1									Up, < 0.1	Dn, < 0.1
X9614441						Up, < 0.1							Up, < 0.1	
X9614443	Up, < 0.1					Dn, < 0.1	Dn, < 0.1			Dn, < 0.1			Up, < 0.1	Dn, < 0.1
X9614444					Dn, < 0.1									
X9614447													Up, < 0.1	
X9614448							Up, < 0.1	Dn, < 0.1	Dn, < 0.1		Dn, < 0.1		Up, < 0.1	
X9614449		Dn, < 0.1		Dn, < 0.1		Dn, < 0.001	Dn, < 0.1	Dn, < 0.001		Dn, < 0.01			Up, < 0.1	
X9614450						Up, < 0.1	Up, < 0.01		Dn, < 0.1		Dn, < 0.1		Up, < 0.1	
X9614453		Dn, < 0.1		Dn, < 0.1		Dn, < 0.01							Dn, < 0.1	Dn, < 0.1
X9614454												Up, < 0.1		
X9614457											Dn, < 0.1		Up, < 0.1	
X9614459					Up, < 0.1									
X9614460								Dn, < 0.01					Up, < 0.1	
X9614462	Up, < 0.01	Dn, < 0.1	Up, < 0.1	Dn, < 0.1									Up, < 0.1	
X9614463	Up, < 0.1													
X9614465							Up, < 0.1							
X9614466					Up, < 0.1		Up, < 0.1		Dn, < 0.1			Up, < 0.1		
X9614468		Dn, < 0.1		Dn, < 0.1										
X9614470	Up, < 0.1	Dn, < 0.1												
X9614471							Up, < 0.01		Dn, < 0.01		Dn, < 0.01			
X9614472						Up, < 0.1								
X9614473								Dn, < 0.1	Dn, < 0.1			Up, < 0.1		
X9614474		Dn, < 0.01		Dn, < 0.01										Dn, < 0.1
X9614475	Up, < 0.1				Up, < 0.1			Dn, < 0.01	Dn, < 0.01				Up, < 0.1	
